date,time,currency,event,impact
2025-06-06,02:30,USD,FOMCメンバー ハーカー氏講演,★
2025-06-06,02:30,USD,FOMCメンバー シュミッド氏講演,★
2025-06-06,05:00,USD,財務省通貨報告書,★★
2025-06-06,08:30,JPY,家計調査 前年比,★
2025-06-06,14:00,JPY,景気先行指数,★
2025-06-06,21:30,USD,平均時給 前月比,★★★
2025-06-06,21:30,USD,非農業部門雇用者数変化,★★★
2025-06-06,21:30,USD,失業率,★★★
2025-06-06,23:00,USD,FOMCメンバー ボウマン氏講演,★
2025-06-07,02:00,USD,FOMCメンバー ハーカー氏講演,★
2025-06-07,04:00,USD,消費者信用残高 前月比,★
2025-06-09,08:50,JPY,銀行貸出残高 前年比,★
2025-06-09,08:50,JPY,経常収支,★
2025-06-09,08:50,JPY,GDPデフレーター改定値 前年比,★
2025-06-09,08:50,JPY,GDP改定値 前期比,★
2025-06-09,14:00,JPY,景気ウォッチャー調査,★
2025-06-09,23:00,USD,卸売在庫改定値 前月比,★
2025-06-10,08:50,JPY,M2マネーサプライ 前年比,★
2025-06-10,15:00,JPY,機械工具受注速報 前年比,★
2025-06-10,19:00,USD,NFIB中小企業楽観度指数,★
2025-06-11,05:30,USD,API週間石油統計報告,★
2025-06-11,08:50,JPY,企業物価指数 前年比,★
2025-06-11,21:30,USD,コアCPI 前月比,★★★
2025-06-11,21:30,USD,CPI 前月比,★★★
2025-06-11,21:30,USD,CPI 前年比,★★★
2025-06-11,23:30,USD,原油在庫,★
2025-06-12,02:01,USD,10年債入札,★
2025-06-12,03:00,USD,連邦財政収支,★
2025-06-12,08:50,JPY,景況判断BSI製造業,★
2025-06-12,21:30,USD,コアPPI 前月比,★★★
2025-06-12,21:30,USD,PPI 前月比,★★★
2025-06-12,21:30,USD,失業保険申請件数,★★★
2025-06-12,23:30,USD,天然ガス貯蔵量,★
2025-06-13,02:01,USD,30年債入札,★
2025-06-13,13:30,JPY,鉱工業生産改定値 前月比,★
2025-06-13,13:30,JPY,全産業活動指数 前月比,★
2025-06-13,23:00,USD,ミシガン大学消費者信頼感指数速報値,★★★
2025-06-13,23:00,USD,ミシガン大学インフレ期待速報値,★★★
2025-06-16,21:30,USD,ニューヨーク連銀製造業景気指数,★★
2025-06-17,00:00,JPY,日銀政策金利発表,★★★
2025-06-17,00:00,JPY,金融政策声明,★★★
2025-06-17,00:00,JPY,日銀総裁記者会見,★★★
2025-06-17,21:30,USD,コア小売売上高 前月比,★★★
2025-06-17,21:30,USD,小売売上高 前月比,★★★
2025-06-17,21:30,USD,輸入物価指数 前月比,★
2025-06-17,22:15,USD,設備稼働率,★
2025-06-17,22:15,USD,鉱工業生産 前月比,★
2025-06-17,23:00,USD,企業在庫 前月比,★
2025-06-17,23:00,USD,NAHB住宅市場指数,★
2025-06-18,05:30,USD,API週間石油統計報告,★
2025-06-18,08:50,JPY,機械受注 前月比,★
2025-06-18,08:50,JPY,貿易収支,★
2025-06-18,21:30,USD,失業保険申請件数,★★★
2025-06-18,21:30,USD,建設許可件数,★
2025-06-18,21:30,USD,住宅着工件数,★
2025-06-18,23:30,USD,原油在庫,★
2025-06-19,01:00,USD,天然ガス貯蔵量,★
2025-06-19,03:00,USD,フェデラルファンド金利,★★★
2025-06-19,03:00,USD,FOMC経済予測,★★★
2025-06-19,03:00,USD,FOMC声明発表,★★★
2025-06-19,03:30,USD,FOMC記者会見,★★★
2025-06-19,05:00,USD,TIC長期証券投資,★
2025-06-19,00:00,USD,銀行休業日,
2025-06-20,08:30,JPY,全国消費者物価指数（生鮮食品除く）前年比,★
2025-06-20,08:50,JPY,金融政策決定会合議事要旨,★
2025-06-20,21:30,USD,フィラデルフィア連銀製造業景気指数,★★
2025-06-20,23:00,USD,景気先行指数 前月比,★
2025-06-21,00:00,USD,FRB金融政策報告書,★
2025-06-23,09:30,JPY,製造業PMI速報値,★
2025-06-23,22:45,USD,製造業PMI速報値,★★★
2025-06-23,22:45,USD,サービス業PMI速報値,★★★
2025-06-23,23:00,USD,中古住宅販売件数,★★
2025-06-24,14:00,JPY,日銀コアCPI 前年比,★
2025-06-24,21:30,USD,経常収支,★
2025-06-24,22:00,USD,住宅価格指数 前月比,★
2025-06-24,22:00,USD,S&P/ケース・シラー住宅価格指数（主要20都市）前年比,★
2025-06-24,23:00,USD,消費者信頼感指数,★★
2025-06-24,23:00,USD,リッチモンド連銀製造業景気指数,★★
2025-06-25,05:30,USD,API週間石油統計報告,★
2025-06-25,08:50,JPY,日銀「主な意見」,★
2025-06-25,08:50,JPY,サービス生産者物価指数 前年比,★
2025-06-25,23:00,USD,新築住宅販売件数,★★
2025-06-25,23:30,USD,原油在庫,★
2025-06-26,00:00,USD,銀行ストレステスト結果,★
2025-06-26,21:30,USD,GDP改定値 前期比,★★★
2025-06-26,21:30,USD,失業保険申請件数,★★★
2025-06-26,21:30,USD,耐久財受注（輸送用機器除く）前月比,★★
2025-06-26,21:30,USD,耐久財受注 前月比,★★
2025-06-26,21:30,USD,財貿易収支,★
2025-06-26,21:30,USD,卸売在庫速報値 前月比,★
2025-06-26,23:00,USD,中古住宅販売保留件数 前月比,★★
2025-06-26,23:30,USD,天然ガス貯蔵量,★
2025-06-27,08:30,JPY,東京都区部消費者物価指数（生鮮食品除く）前年比,★★
2025-06-27,08:30,JPY,失業率,★
2025-06-27,08:50,JPY,商業販売統計 前年比,★
2025-06-27,21:30,USD,PCEデフレーター（コア）前月比,★★★
2025-06-27,21:30,USD,GDPデフレーター改定値 前期比,★★
2025-06-27,21:30,USD,個人所得 前月比,★
2025-06-27,21:30,USD,個人消費支出 前月比,★
2025-06-27,23:00,USD,ミシガン大学消費者信頼感指数改定値,★★
2025-06-27,23:00,USD,ミシガン大学インフレ期待改定値,★
2025-06-30,08:50,JPY,鉱工業生産速報値 前月比,★
2025-06-30,14:00,JPY,新設住宅着工戸数 前年比,★
2025-06-30,22:45,USD,シカゴPMI,★
2025-07-01,02:00,USD,FOMCメンバー グールズビー講演,★
2025-07-01,08:50,JPY,日銀短観 製造業景況判断指数,★
2025-07-01,08:50,JPY,日銀短観 非製造業景況判断指数,★
2025-07-01,09:30,JPY,製造業PMI改定値,★
2025-07-01,12:35,JPY,10年債入札,★
2025-07-01,14:00,JPY,消費者信頼感,★
2025-07-01,22:30,JPY,日銀総裁 植田和男 講演,★★★
2025-07-01,22:30,USD,FRB議長 パウエル講演,★★★
2025-07-01,22:45,USD,製造業PMI改定値,★
2025-07-01,23:00,USD,ISM製造業PMI,★★★
2025-07-01,23:00,USD,JOLTS求人件数,★★★
2025-07-01,23:00,USD,ISM製造業価格指数,★★
2025-07-01,23:00,USD,建設支出 前月比,★
2025-07-01,23:03,USD,RCM/TIPP経済楽観指数,★
2025-07-01,00:00,USD,ワーズ総車両販売台数,★
2025-07-02,05:30,USD,API週次統計報告,★
2025-07-02,08:50,JPY,マネタリーベース 前年比,★
2025-07-02,20:30,USD,チャレンジャー人員削減数 前年比,★
2025-07-02,21:15,USD,ADP非農業部門雇用者数変化,★★★
2025-07-02,23:30,USD,原油在庫,★
2025-07-03,12:35,JPY,30年債入札,★
2025-07-03,21:30,USD,平均時給 前月比,★★★
2025-07-03,21:30,USD,非農業部門雇用者数変化,★★★
2025-07-03,21:30,USD,失業率,★★★
2025-07-03,21:30,USD,新規失業保険申請件数,★★
2025-07-03,21:30,USD,貿易収支,★
2025-07-03,22:45,USD,サービス業PMI改定値,★
2025-07-03,23:00,USD,ISMサービス業PMI,★★★
2025-07-03,23:00,USD,製造業新規受注 前月比,★
2025-07-03,23:30,USD,天然ガス貯蔵量,★
2025-07-04,00:00,USD,FOMCメンバー ボスティック講演,★
2025-07-04,08:30,JPY,家計調査（消費支出）前年比,★
2025-07-04,00:00,USD,銀行休業日,★
2025-07-07,08:30,JPY,現金給与総額 前年比,★
2025-07-07,14:00,JPY,景気先行指数,★
2025-07-08,08:50,JPY,銀行貸出 前年比,★
2025-07-08,08:50,JPY,経常収支,★
2025-07-08,14:00,JPY,景気ウォッチャー調査,★
2025-07-08,19:00,USD,NFIB中小企業楽観度指数,★
2025-07-09,04:00,USD,消費者信用残高 前月比,★
2025-07-09,05:30,USD,API週次統計報告,★
2025-07-09,08:50,JPY,M2マネーサプライ 前年比,★
2025-07-09,15:00,JPY,機械工具受注速報値 前年比,★
2025-07-09,23:00,USD,卸売在庫改定値 前月比,★
2025-07-09,23:30,USD,原油在庫,★
2025-07-10,02:01,USD,10年債入札,★
2025-07-10,03:00,USD,FOMC議事要旨,★★★
2025-07-10,08:50,JPY,生産者物価指数 前年比,★
2025-07-10,21:30,USD,新規失業保険申請件数,★★★
2025-07-10,22:00,USD,FOMCメンバー ムサレム講演,★
2025-07-10,23:30,USD,天然ガス貯蔵量,★
2025-07-11,02:01,USD,30年債入札,★
2025-07-11,03:30,USD,FOMCメンバー デイリー講演,★
2025-07-12,03:00,USD,連邦財政収支,★
2025-07-14,08:50,JPY,機械受注 コア 前月比,★
2025-07-14,13:30,JPY,第三次産業活動指数 前月比,★
2025-07-15,21:30,USD,消費者物価指数 コア 前月比,★★★
2025-07-15,21:30,USD,消費者物価指数 前月比,★★★
2025-07-15,21:30,USD,消費者物価指数 前年比,★★★
2025-07-15,21:30,USD,ニューヨーク州製造業景況指数,★★
2025-07-16,05:30,USD,API週次統計報告,★
2025-07-16,13:30,JPY,鉱工業生産（改定値）前月比,★
2025-07-16,21:30,USD,生産者物価指数 コア 前月比,★★★
2025-07-16,21:30,USD,生産者物価指数 前月比,★★★
2025-07-16,22:15,USD,設備稼働率,★
2025-07-16,22:15,USD,鉱工業生産 前月比,★
2025-07-16,23:30,USD,原油在庫,★
2025-07-17,03:00,USD,ベージュブック,★
2025-07-17,21:30,USD,小売売上高 コア 前月比,★★★
2025-07-17,21:30,USD,小売売上高 前月比,★★★
2025-07-17,21:30,USD,新規失業保険申請件数,★★★
2025-07-17,21:30,USD,フィラデルフィア連銀製造業景況指数,★★
2025-07-17,21:30,USD,輸入物価指数 前月比,★
2025-07-17,23:00,USD,企業在庫 前月比,★
2025-07-17,23:00,USD,NAHB住宅市場指数,★
2025-07-17,23:30,USD,天然ガス貯蔵量,★
2025-07-18,05:00,USD,対米証券投資（長期）,★
2025-07-18,08:30,JPY,全国消費者物価指数 コア 前年比,★
2025-07-18,08:50,JPY,貿易収支,★
2025-07-18,21:30,USD,建設許可件数,★
2025-07-18,21:30,USD,住宅着工件数,★
2025-07-18,23:00,USD,ミシガン大学消費者信頼感指数 速報値,★★
2025-07-18,23:00,USD,ミシガン大学インフレ期待 速報値,★★
2025-07-20,00:00,JPY,参議院選挙,★★★
2025-07-21,00:00,JPY,銀行休業日,★
2025-07-21,23:00,USD,コンファレンスボード景気先行指数 前月比,★
2025-07-22,14:00,JPY,日銀コアCPI 前年比,★
2025-07-22,23:00,USD,リッチモンド連銀製造業指数,★★
2025-07-23,05:30,USD,API週次統計報告,★
2025-07-23,23:00,USD,中古住宅販売件数,★★
2025-07-23,23:30,USD,原油在庫,★
2025-07-24,09:30,JPY,製造業PMI 速報値,★
2025-07-24,21:30,USD,新規失業保険申請件数,★★★
2025-07-24,22:45,USD,製造業PMI 速報値,★★★
2025-07-24,22:45,USD,サービス業PMI 速報値,★★★
2025-07-24,23:00,USD,新築住宅販売件数,★★
2025-07-24,23:30,USD,天然ガス貯蔵量,★
2025-07-25,08:30,JPY,東京都区部消費者物価指数 コア 前年比,★★
2025-07-25,08:50,JPY,サービス価格指数 前年比,★
2025-07-25,21:30,USD,耐久財受注 コア 前月比,★★
2025-07-25,21:30,USD,耐久財受注 前月比,★★
2025-07-29,21:30,USD,財貿易収支,★
2025-07-29,21:30,USD,卸売在庫 速報値 前月比,★
2025-07-29,22:00,USD,住宅価格指数 前月比,★
2025-07-29,22:00,USD,S&Pコアロジック・ケース・シラー住宅価格指数（20都市）前年比,★
2025-07-29,23:00,USD,JOLTS求人件数,★★★
2025-07-29,23:00,USD,コンファレンスボード消費者信頼感指数,★★
2025-07-30,05:30,USD,API週次統計報告,★
2025-07-30,13:00,JPY,消費者信頼感,★
2025-07-30,21:15,USD,ADP非農業部門雇用者数変化,★★★
2025-07-30,23:00,USD,中古住宅販売保留 前月比,★★
2025-07-30,23:30,USD,原油在庫,★
2025-07-31,03:00,USD,フェデラルファンド金利,★★★
2025-07-31,03:00,USD,FOMC声明,★★★
2025-07-31,03:30,USD,FOMC記者会見,★★★
2025-07-31,08:30,JPY,失業率,★
2025-07-31,08:50,JPY,鉱工業生産 速報値 前月比,★
2025-07-31,08:50,JPY,小売売上高 前年比,★
2025-07-31,00:00,JPY,日銀政策金利,★★★
2025-07-31,00:00,JPY,金融政策声明,★★★
2025-07-31,00:00,JPY,日銀経済・物価情勢の展望,★★★
2025-07-31,13:00,JPY,住宅着工件数 前年比,★
2025-07-31,00:00,JPY,日銀総裁記者会見,★★★
2025-07-31,20:30,USD,チャレンジャー人員削減数 前年比,★
2025-07-31,21:30,USD,GDP速報値 前期比,★★★
2025-07-31,21:30,USD,PCEデフレータ コア 前月比,★★★
2025-07-31,21:30,USD,雇用コスト指数 前期比,★★★
2025-07-31,21:30,USD,新規失業保険申請件数,★★★
2025-07-31,21:30,USD,GDPデフレータ 速報値 前期比,★★
2025-07-31,21:30,USD,個人所得 前月比,★
2025-07-31,21:30,USD,個人消費支出 前月比,★
2025-07-31,22:45,USD,シカゴPMI,★
2025-07-31,23:30,USD,天然ガス貯蔵量,★
2025-08-01,09:30,JPY,製造業PMI改定値,★
2025-08-01,21:30,USD,平均時給 前月比,★★★
2025-08-01,21:30,USD,非農業部門雇用者数変化,★★★
2025-08-01,21:30,USD,失業率,★★★
2025-08-01,22:45,USD,製造業PMI改定値,★
2025-08-01,23:00,USD,ISM製造業PMI,★★★
2025-08-01,23:00,USD,ISM製造業価格指数,★★
2025-08-01,23:00,USD,ミシガン大学消費者信頼感指数（改定値）,★★
2025-08-01,23:00,USD,建設支出 前月比,★
2025-08-01,23:00,USD,ミシガン大学インフレ期待（改定値）,★
2025-08-01,00:00,USD,ワーズ総車両販売台数,★
2025-08-04,08:50,JPY,マネタリーベース 前年比,★
2025-08-04,23:00,USD,製造業新規受注 前月比,★
2025-08-05,00:00,USD,貸出態度調査,★
2025-08-05,08:50,JPY,金融政策決定会合議事要旨,★
2025-08-05,12:35,JPY,10年債入札,★
2025-08-05,14:00,JPY,景気先行指数,★
2025-08-05,21:30,USD,貿易収支,★
2025-08-05,22:45,USD,サービス業PMI改定値,★
2025-08-05,23:00,USD,ISMサービス業PMI,★★★
2025-08-05,00:00,USD,RCM/TIPP経済楽観指数,★
2025-08-06,05:30,USD,API週次統計報告,★
2025-08-06,14:00,JPY,景気ウォッチャー調査,★
2025-08-06,23:30,USD,原油在庫,★
2025-08-07,02:01,USD,10年債入札,★
2025-08-07,08:30,JPY,現金給与総額 前年比,★
2025-08-07,08:50,JPY,銀行貸出 前年比,★
2025-08-07,08:50,JPY,経常収支,★
2025-08-07,21:30,USD,新規失業保険申請件数,★★★
2025-08-07,21:30,USD,非農業部門生産性 速報値 前期比,★
2025-08-07,21:30,USD,単位労働コスト 速報値 前期比,★
2025-08-07,23:00,USD,卸売在庫改定値 前月比,★
2025-08-07,23:30,USD,天然ガス貯蔵量,★
2025-08-08,02:01,USD,30年債入札,★
2025-08-08,04:00,USD,消費者信用残高 前月比,★
2025-08-08,08:30,JPY,家計調査（消費支出）前年比,★
2025-08-08,08:50,JPY,日銀金融政策決定会合における主な意見,★
2025-08-08,08:50,JPY,M2マネーサプライ 前年比,★
2025-08-08,12:35,JPY,30年債入札,★
2025-08-11,00:00,JPY,銀行休業日,
2025-08-11,15:00,JPY,機械工具受注速報値 前年比,★
2025-08-11,00:00,USD,クリーブランド連銀インフレ期待,★
2025-08-12,19:00,USD,NFIB中小企業楽観度指数,★
2025-08-12,21:30,USD,消費者物価指数 コア 前月比,★★★
2025-08-12,21:30,USD,消費者物価指数 前月比,★★★
2025-08-12,21:30,USD,消費者物価指数 前年比,★★★
2025-08-13,03:00,USD,連邦財政収支,★
2025-08-13,05:30,USD,API週次統計報告,★
2025-08-13,08:50,JPY,生産者物価指数 前年比,★
2025-08-13,23:30,USD,原油在庫,★
2025-08-14,13:30,JPY,鉱工業生産（改定値）前月比,★
2025-08-14,21:30,USD,生産者物価指数 コア 前月比,★★★
2025-08-14,21:30,USD,生産者物価指数 前月比,★★★
2025-08-14,21:30,USD,新規失業保険申請件数,★★★
2025-08-14,00:00,USD,住宅ローン延滞率,★
2025-08-14,23:30,USD,天然ガス貯蔵量,★
2025-08-15,08:50,JPY,GDPデフレータ 速報値 前年比,★
2025-08-15,08:50,JPY,GDP速報値 前期比,★
2025-08-15,21:30,USD,小売売上高 コア 前月比,★★★
2025-08-15,21:30,USD,小売売上高 前月比,★★★
2025-08-15,21:30,USD,ニューヨーク州製造業景況指数,★★
2025-08-15,21:30,USD,輸入物価指数 前月比,★
2025-08-15,22:15,USD,設備稼働率,★
2025-08-15,22:15,USD,鉱工業生産 前月比,★
2025-08-15,23:00,USD,ミシガン大学消費者信頼感指数 速報値,★★★
2025-08-15,23:00,USD,ミシガン大学インフレ期待 速報値,★★★
2025-08-15,23:00,USD,企業在庫 前月比,★
2025-08-16,05:00,USD,対米証券投資（長期）,★
2025-08-18,08:50,JPY,機械受注 コア 前月比,★
2025-08-18,13:30,JPY,第三次産業活動指数 前月比,★
2025-08-18,23:00,USD,NAHB住宅市場指数,★
2025-08-19,21:30,USD,建設許可件数,★
2025-08-19,21:30,USD,住宅着工件数,★
2025-08-20,05:30,USD,API週次統計報告,★
2025-08-20,23:30,USD,原油在庫,★
2025-08-21,03:00,USD,FOMC議事要旨,★★★
2025-08-21,08:50,JPY,貿易収支,★
2025-08-21,09:30,JPY,製造業PMI 速報値,★
2025-08-21,21:30,USD,新規失業保険申請件数,★★★
2025-08-21,21:30,USD,フィラデルフィア連銀製造業景況指数,★★
2025-08-21,22:45,USD,製造業PMI 速報値,★★★
2025-08-21,22:45,USD,サービス業PMI 速報値,★★★
2025-08-21,23:00,USD,中古住宅販売件数,★★
2025-08-21,23:00,USD,コンファレンスボード景気先行指数 前月比,★
2025-08-21,23:30,USD,天然ガス貯蔵量,★
2025-08-22,08:30,JPY,全国消費者物価指数 コア 前年比,★
2025-08-25,23:00,USD,新築住宅販売件数,★★
2025-08-26,08:50,JPY,サービス価格指数 前年比,★
2025-08-26,14:00,JPY,日銀コアCPI 前年比,★
2025-08-26,21:30,USD,耐久財受注 コア 前月比,★★
2025-08-26,21:30,USD,耐久財受注 前月比,★★
2025-08-26,22:00,USD,住宅価格指数 前月比,★
2025-08-26,22:00,USD,S&Pコアロジック・ケース・シラー住宅価格指数（20都市）前年比,★
2025-08-26,23:00,USD,コンファレンスボード消費者信頼感指数,★★
2025-08-26,23:00,USD,リッチモンド連銀製造業指数,★★
2025-08-27,05:30,USD,API週次統計報告,★
2025-08-27,23:30,USD,原油在庫,★
2025-08-28,21:30,USD,新規失業保険申請件数,★★★
2025-08-28,23:00,USD,中古住宅販売保留 前月比,★★
2025-08-28,23:30,USD,天然ガス貯蔵量,★
2025-08-29,08:30,JPY,東京都区部消費者物価指数 コア 前年比,★★
2025-08-29,08:30,JPY,失業率,★
2025-08-29,08:50,JPY,鉱工業生産 速報値 前月比,★
2025-08-29,08:50,JPY,小売売上高 前年比,★
2025-08-29,13:00,JPY,消費者信頼感,★
2025-08-29,13:00,JPY,住宅着工件数 前年比,★
2025-08-29,21:30,USD,PCEデフレータ コア 前月比,★★★
2025-08-29,21:30,USD,GDP速報値 前期比,★★★
2025-08-29,21:30,USD,GDPデフレータ 速報値 前期比,★★
2025-08-29,21:30,USD,財貿易収支,★
2025-08-29,21:30,USD,個人所得 前月比,★
2025-08-29,21:30,USD,個人消費支出 前月比,★
2025-08-29,21:30,USD,卸売在庫 速報値 前月比,★
2025-08-29,22:45,USD,シカゴPMI,★
