date,time,currency,event,impact
2025-11-06,17:57,USD,FOMC委員ウィリアムズ氏講演,★
2025-11-07,00:30,USD,FOMC委員ハマンク氏講演,★
2025-11-07,01:00,USD,FOMC委員ウォラー氏講演,★★
2025-11-07,01:00,USD,FOMC委員ポールソン氏講演,★
2025-11-07,01:00,USD,FOMC委員ムサレム氏講演,★
2025-11-07,02:00,USD,家計支出（前年比）,★
2025-11-07,05:30,USD,FOMC委員ウィリアムズ氏講演,★★
2025-11-07,06:30,USD,FOMC委員ジェファーソン氏講演,★
2025-11-07,07:30,USD,ミシガン大学消費者信頼感指数（速報値）,★
2025-11-07,08:30,JPY,ミシガン大学インフレ期待（速報値）,★
2025-11-07,17:00,USD,消費者信用残高（前月比）,★
2025-11-07,21:00,USD,FOMC委員ミラン氏講演,★
2025-11-08,00:00,USD,FOMC金融安定報告書,★★
2025-11-08,00:00,USD,日銀金融政策決定会合における主な意見,★★
2025-11-08,05:00,USD,景気先行指数,★
2025-11-08,05:00,USD,FOMC委員デイリー氏講演,★
2025-11-08,06:01,USD,クリーブランド連銀インフレ期待,★
2025-11-10,08:50,JPY,FOMC委員ムサレム氏講演,★
2025-11-10,14:00,JPY,平均現金給与（前年比）,★
2025-11-10,22:30,USD,チャレンジャー社解雇予定者数（前年比）,★
2025-11-10,23:45,USD,天然ガス貯蔵量,★
2025-11-10,23:45,USD,トランプ大統領講演,★
2025-11-11,08:50,JPY,FOMC委員バー氏講演,★
2025-11-11,08:50,JPY,銀行貸出（前年比）,★
2025-11-11,12:35,JPY,経常収支,★
2025-11-11,14:00,JPY,30年債入札,★
2025-11-11,20:00,USD,景気ウォッチャー調査,★
2025-11-11,00:00,USD,NFIB中小企業景況感指数,
2025-11-12,08:50,JPY,銀行休業日,★
2025-11-12,12:25,USD,M2マネーストック（前年比）,★
2025-11-12,14:58,JPY,FOMC委員バー氏講演,★
2025-11-12,23:20,USD,機械受注（速報値、前年比）,★
2025-11-13,00:00,USD,FOMC委員ウィリアムズ氏講演,★
2025-11-13,00:20,USD,FOMC委員ポールソン氏講演,★
2025-11-13,02:15,USD,FOMC委員ウォラー氏講演,★
2025-11-13,02:30,USD,FOMC委員ボスティック氏講演,★
2025-11-13,03:01,USD,FOMC委員ミラン氏講演,★
2025-11-13,06:00,USD,10年債入札,★
2025-11-13,06:30,USD,FOMC委員コリンズ氏講演,★
2025-11-13,08:50,JPY,API週間統計報告,★
2025-11-13,22:00,USD,生産者物価指数（前年比）,★
2025-11-13,00:00,USD,FOMC委員デイリー氏講演,★★★
2025-11-13,00:00,USD,CPIコア（前月比）,★★★
2025-11-13,00:00,USD,CPI（前月比）,★★★
2025-11-13,00:00,USD,CPI（前年比）,★★★
2025-11-14,00:00,USD,新規失業保険申請件数,★
2025-11-14,00:30,USD,住宅ローン延滞率,★
2025-11-14,02:00,USD,FOMC委員カシュカリ氏講演,★
2025-11-14,02:15,USD,原油在庫,★
2025-11-14,02:20,USD,FOMC委員ムサレム氏講演,★
2025-11-14,03:01,USD,FOMC委員ハマンク氏講演,★
2025-11-14,04:00,USD,30年債入札,★
2025-11-14,13:30,JPY,連邦財政収支,★
2025-11-14,00:00,USD,第三次産業活動指数（前月比）,★★★
2025-11-14,00:00,USD,PPIコア（前月比）,★★★
2025-11-14,00:00,USD,小売売上高コア（前月比）,★★★
2025-11-14,00:00,USD,PPI（前月比）,★★★
2025-11-15,00:00,USD,小売売上高（前月比）,★
2025-11-15,00:05,USD,企業在庫（前月比）,★
2025-11-15,00:30,USD,FOMC委員シュミッド氏講演,★
2025-11-15,04:30,USD,天然ガス貯蔵量,★
2025-11-15,05:20,USD,FOMC委員ローガン氏講演,★
2025-11-17,08:50,JPY,FOMC委員ボスティック氏講演,★
2025-11-17,08:50,JPY,GDPデフレーター（速報値、前年比）,★
2025-11-17,13:30,JPY,GDP（速報値、前期比）,★
2025-11-17,22:30,USD,鉱工業生産（改定値、前月比）,★★
2025-11-18,00:00,USD,ニューヨーク連銀製造業景気指数,★
2025-11-18,00:00,USD,輸入物価指数（前月比）,★
2025-11-18,00:00,USD,設備稼働率,★
2025-11-19,00:00,USD,鉱工業生産（前月比）,★
2025-11-19,06:00,USD,NAHB住宅市場指数,★
2025-11-19,06:30,USD,対米証券投資（長期）,★
2025-11-19,08:50,JPY,API週間統計報告,★
2025-11-19,08:50,JPY,機械受注コア（前月比）,★
2025-11-19,00:00,USD,貿易収支,★
2025-11-19,00:00,USD,建設許可件数,★
2025-11-20,00:30,USD,住宅着工件数,★
2025-11-20,04:00,USD,原油在庫,★★★
2025-11-20,22:30,USD,FOMC議事要旨,★★
2025-11-20,00:00,USD,フィラデルフィア連銀製造業景気指数,★★★
2025-11-21,00:00,USD,新規失業保険申請件数,★★
2025-11-21,00:00,USD,中古住宅販売件数,★
2025-11-21,00:30,USD,コンファレンスボード景気先行指数（前月比）,★
2025-11-21,08:30,JPY,天然ガス貯蔵量,★
2025-11-21,09:30,JPY,全国消費者物価指数コア（前年比）,★
2025-11-21,23:45,USD,製造業PMI（速報値）,★★★
2025-11-21,23:45,USD,製造業PMI（速報値）,★★★
2025-11-22,00:00,USD,サービス部門PMI（速報値）,★★
2025-11-22,00:00,USD,ミシガン大学消費者信頼感指数（改定値）,★
2025-11-22,00:00,USD,ミシガン大学インフレ期待（改定値）,★★
2025-11-24,00:00,JPY,米財務省為替報告書,
2025-11-25,14:00,JPY,銀行休業日,★
2025-11-25,23:00,USD,日銀コアCPI（前年比）,★
2025-11-25,23:00,USD,住宅価格指数（前月比）,★
2025-11-26,00:00,USD,S&P/CS住宅価格指数（20都市、前年比）,★★
2025-11-26,00:00,USD,コンファレンスボード消費者信頼感指数,★★
2025-11-26,00:00,USD,住宅販売保留件数（前月比）,★★
2025-11-26,06:30,USD,リッチモンド連銀製造業景気指数,★
2025-11-26,08:50,JPY,API週間統計報告,★
2025-11-26,22:30,USD,サービス生産者物価指数（前年比）,★★★
2025-11-26,22:30,USD,GDP（速報値、前期比）,★★★
2025-11-26,22:30,USD,新規失業保険申請件数,★★
2025-11-26,22:30,USD,耐久財受注コア（前月比）,★★
2025-11-26,22:30,USD,耐久財受注（前月比）,★★
2025-11-26,22:30,USD,GDPデフレーター（速報値、前期比）,★
2025-11-26,22:30,USD,財貿易収支,★
2025-11-26,23:45,USD,卸売在庫（速報値、前月比）,★
2025-11-27,00:00,USD,シカゴPMI,★★★
2025-11-27,00:00,USD,PCEコアデフレーター（前月比）,★★
2025-11-27,00:00,USD,新築住宅販売件数,★
2025-11-27,00:00,USD,個人所得（前月比）,★
2025-11-27,00:30,USD,個人支出（前月比）,★
2025-11-27,02:00,USD,原油在庫,★
2025-11-27,04:00,USD,天然ガス貯蔵量,★
2025-11-27,00:00,USD,ベージュブック,
2025-11-28,08:30,JPY,銀行休業日,★★
2025-11-28,08:30,JPY,東京都区部コアCPI（前年比）,★
2025-11-28,08:50,JPY,失業率,★
2025-11-28,08:50,JPY,鉱工業生産（速報値、前月比）,★
2025-11-28,14:00,JPY,小売売上高（前年比）,★
2025-12-01,08:50,JPY,住宅着工件数（前年比）,★
2025-12-01,09:30,JPY,設備投資（前期比）,★
2025-12-01,23:45,USD,製造業PMI（確報値）,★
2025-12-02,00:00,USD,製造業PMI（確報値）,★★★
2025-12-02,00:00,USD,ISM製造業PMI,★★
2025-12-02,00:00,USD,ISM製造業価格指数,★
2025-12-02,00:00,USD,建設支出（前月比）,★
2025-12-02,08:50,JPY,ワーズ自動車販売台数（総計）,★
2025-12-02,12:35,JPY,マネタリーベース（前年比）,★
2025-12-02,14:00,JPY,消費者信頼感指数,★
2025-12-03,00:00,USD,JOLTS求人,★★★
2025-12-03,00:00,USD,RCM/TIPP経済楽観度指数,★
2025-12-03,06:30,USD,API週間統計報告,★
2025-12-03,22:15,USD,ADP非農業部門雇用者数変化,★★★
2025-12-03,23:45,USD,サービス部門PMI（確報値）,★
2025-12-04,00:00,USD,ISM非製造業PMI,★★★
2025-12-04,00:30,USD,原油在庫,★
2025-12-04,21:30,USD,チャレンジャー社解雇予定者数（前年比）,★
2025-12-04,22:30,USD,新規失業保険申請件数,★★★
2025-12-04,22:30,USD,貿易収支,★
2025-12-05,00:30,USD,天然ガス貯蔵量,★
2025-12-05,08:30,JPY,家計支出（前年比）,★
2025-12-05,12:35,JPY,30年債入札,★
2025-12-05,14:00,JPY,景気先行指数,★
2025-12-05,22:30,USD,平均時給（前月比）,★★★
2025-12-05,22:30,USD,非農業部門雇用者数変化,★★★
2025-12-05,22:30,USD,失業率,★★★
2025-12-06,00:00,USD,ミシガン大学消費者信頼感指数（速報値）,★★★
2025-12-06,00:00,USD,ミシガン大学インフレ期待（速報値）,★★★
2025-12-06,00:00,USD,製造業新規受注（前月比）,★
2025-12-06,05:00,USD,消費者信用残高（前月比）,★
2025-12-08,08:30,JPY,平均現金給与（前年比）,★
2025-12-08,08:50,JPY,銀行貸出（前年比）,★
2025-12-08,08:50,JPY,経常収支,★
2025-12-08,08:50,JPY,GDPデフレーター（確報値、前年比）,★
2025-12-08,08:50,JPY,GDP（確報値、前期比）,★
2025-12-08,14:00,JPY,景気ウォッチャー調査,★
2025-12-09,08:50,JPY,M2マネーストック（前年比）,★
2025-12-09,20:00,USD,NFIB中小企業景況感指数,★
2025-12-09,22:30,USD,非農業部門労働生産性（改定値、前期比）,★
2025-12-09,22:30,USD,単位労働コスト（改定値、前期比）,★
2025-12-10,03:01,USD,10年債入札,★
2025-12-10,06:30,USD,API週間統計報告,★
2025-12-10,08:50,JPY,生産者物価指数（前年比）,★
2025-12-10,15:00,JPY,機械受注（速報値、前年比）,★
2025-12-10,22:30,USD,CPIコア（前月比）,★★★
2025-12-10,22:30,USD,CPI（前月比）,★★★
2025-12-10,22:30,USD,CPI（前年比）,★★★
2025-12-11,00:00,USD,卸売在庫（確報値、前月比）,★
2025-12-11,00:30,USD,原油在庫,★
2025-12-11,04:00,USD,フェデラルファンド金利,★★★
2025-12-11,04:00,USD,FOMC経済予測,★★★
2025-12-11,04:00,USD,FOMC声明,★★★
2025-12-11,04:00,USD,連邦財政収支,★
2025-12-11,04:30,USD,FOMC記者会見,★★★
2025-12-11,08:50,JPY,BSI製造業景況感指数,★
2025-12-11,22:30,USD,PPIコア（前月比）,★★★
2025-12-11,22:30,USD,PPI（前月比）,★★★
2025-12-11,22:30,USD,新規失業保険申請件数,★★★
2025-12-12,00:30,USD,天然ガス貯蔵量,★
2025-12-12,03:01,USD,30年債入札,★
2025-12-12,13:30,JPY,鉱工業生産（改定値、前月比）,★
2025-12-15,08:50,JPY,日銀短観（製造業）,★
2025-12-15,08:50,JPY,日銀短観（非製造業）,★
2025-12-15,13:30,JPY,第三次産業活動指数（前月比）,★
2025-12-15,22:30,USD,ニューヨーク連銀製造業景気指数,★★
2025-12-16,00:00,USD,NAHB住宅市場指数,★
2025-12-16,09:30,JPY,製造業PMI（速報値）,★
2025-12-16,22:30,USD,建設許可件数,★
2025-12-16,22:30,USD,住宅着工件数,★
2025-12-16,22:30,USD,輸入物価指数（前月比）,★
2025-12-16,23:15,USD,設備稼働率,★
2025-12-16,23:15,USD,鉱工業生産（前月比）,★
2025-12-16,23:45,USD,製造業PMI（速報値）,★★★
2025-12-16,23:45,USD,サービス部門PMI（速報値）,★★★
2025-12-17,06:30,USD,API週間統計報告,★
2025-12-17,08:50,JPY,機械受注コア（前月比）,★
2025-12-17,08:50,JPY,貿易収支,★
2025-12-17,22:30,USD,小売売上高コア（前月比）,★★★
2025-12-17,22:30,USD,小売売上高（前月比）,★★★
2025-12-18,00:00,USD,企業在庫（前月比）,★
2025-12-18,00:30,USD,原油在庫,★
2025-12-18,22:30,USD,新規失業保険申請件数,★★★
2025-12-18,22:30,USD,フィラデルフィア連銀製造業景気指数,★★
2025-12-18,22:30,USD,経常収支,★
2025-12-19,00:00,USD,コンファレンスボード景気先行指数（前月比）,★
2025-12-19,00:30,USD,天然ガス貯蔵量,★
2025-12-19,06:00,USD,対米証券投資（長期）,★
2025-12-19,08:30,JPY,全国消費者物価指数コア（前年比）,★
2025-12-19,00:00,JPY,日銀政策金利,★★★
2025-12-19,00:00,JPY,金融政策決定声明,★★★
2025-12-19,00:00,JPY,日銀総裁記者会見,★★★
2025-12-19,22:30,USD,GDP（確報値、前期比）,★★★
2025-12-19,22:30,USD,GDPデフレーター（確報値、前期比）,★★
2025-12-20,00:00,USD,PCEコアデフレーター（前月比）,★★★
2025-12-20,00:00,USD,中古住宅販売件数,★★
2025-12-20,00:00,USD,ミシガン大学消費者信頼感指数（改定値）,★★
2025-12-20,00:00,USD,個人所得（前月比）,★
2025-12-20,00:00,USD,個人支出（前月比）,★
2025-12-20,00:00,USD,ミシガン大学インフレ期待（改定値）,★
2025-12-23,14:00,JPY,日銀コアCPI（前年比）,★
2025-12-24,00:00,USD,コンファレンスボード消費者信頼感指数,★★
2025-12-24,00:00,USD,新築住宅販売件数,★★
2025-12-24,00:00,USD,リッチモンド連銀製造業景気指数,★★
2025-12-24,06:30,USD,API週間統計報告,★
2025-12-24,08:50,JPY,金融政策決定会合議事要旨,★
2025-12-24,08:50,JPY,サービス生産者物価指数（前年比）,★
2025-12-24,22:30,USD,新規失業保険申請件数,★★★
2025-12-24,22:30,USD,耐久財受注コア（前月比）,★★
2025-12-24,22:30,USD,耐久財受注（前月比）,★★
2025-12-25,00:30,USD,原油在庫,★
2025-12-25,02:00,USD,天然ガス貯蔵量,★
2025-12-25,14:00,JPY,住宅着工件数（前年比）,★
2025-12-25,00:00,USD,銀行休業日,
2025-12-26,08:30,JPY,東京都区部コアCPI（前年比）,★★
2025-12-26,08:30,JPY,失業率,★
2025-12-26,08:50,JPY,鉱工業生産（速報値、前月比）,★
2025-12-26,08:50,JPY,小売売上高（前年比）,★
2025-12-28,08:50,JPY,日銀金融政策決定会合における主な意見,★
2025-12-29,22:30,USD,財貿易収支,★
2025-12-29,22:30,USD,卸売在庫（速報値、前月比）,★
2025-12-30,00:00,USD,住宅販売保留件数（前月比）,★★
2025-12-30,23:00,USD,住宅価格指数（前月比）,★
2025-12-30,23:00,USD,S&P/CS住宅価格指数（20都市、前年比）,★
2025-12-30,23:45,USD,シカゴPMI,★
2025-12-31,04:00,USD,FOMC議事要旨,★★★
2025-12-31,06:30,USD,API週間統計報告,★
2025-12-31,00:00,JPY,銀行休業日,
2025-12-31,22:30,USD,新規失業保険申請件数,★★★
